img_name, label
1/12715_27944.png,2
1/12715_27945.png,2
1/12716_27943.png,2
1/12716_27944.png,2
1/12716_27945.png,2
1/12716_27946.png,2
1/12717_27943.png,2
1/12717_27944.png,2
1/12717_27946.png,2
1/12718_27947.png,2
1/12719_27946.png,2
1/12721_27950.png,2
100/12949_28128.png,2
100/12949_28129.png,2
100/12950_28128.png,2
100/12950_28129.png,2
100/12951_28128.png,2
100/12951_28129.png,2
100/12952_28128.png,2
100/12952_28129.png,2
100/12953_28128.png,2
100/12953_28129.png,2
100/12953_28130.png,2
100/12954_28127.png,2
100/12954_28128.png,2
100/12954_28129.png,2
100/12954_28130.png,2
100/12956_28127.png,2
100/12957_28127.png,2
100/12957_28128.png,2
101/12855_28085.png,2
101/12856_28084.png,2
101/12856_28085.png,2
101/12857_28078.png,2
101/12857_28080.png,2
101/12857_28081.png,2
101/12857_28082.png,2
101/12857_28084.png,2
101/12857_28085.png,2
101/12858_28061.png,2
101/12858_28062.png,2
101/12858_28063.png,2
101/12858_28064.png,2
101/12858_28065.png,2
101/12858_28070.png,2
101/12858_28073.png,2
101/12858_28078.png,2
101/12858_28079.png,2
101/12858_28080.png,2
101/12858_28081.png,2
101/12858_28082.png,2
101/12858_28084.png,2
101/12858_28085.png,2
101/12859_28061.png,2
101/12859_28062.png,2
101/12859_28064.png,2
101/12859_28071.png,2
101/12859_28075.png,2
101/12859_28077.png,2
101/12859_28078.png,2
101/12859_28079.png,2
101/12859_28080.png,2
101/12859_28081.png,2
101/12859_28082.png,2
101/12859_28083.png,2
101/12859_28084.png,2
101/12859_28085.png,2
101/12859_28090.png,2
101/12859_28091.png,2
101/12860_28067.png,2
101/12860_28070.png,2
101/12860_28072.png,2
101/12860_28073.png,2
101/12860_28074.png,2
101/12860_28075.png,2
101/12860_28076.png,2
101/12860_28077.png,2
101/12860_28078.png,2
101/12860_28079.png,2
101/12860_28080.png,2
101/12860_28081.png,2
101/12860_28082.png,2
101/12860_28084.png,2
101/12860_28085.png,2
101/12860_28086.png,2
101/12860_28087.png,2
101/12860_28088.png,2
101/12860_28089.png,2
101/12860_28091.png,2
101/12861_28062.png,2
101/12861_28067.png,2
101/12861_28073.png,2
101/12861_28074.png,2
101/12861_28075.png,2
101/12861_28076.png,2
101/12861_28077.png,2
101/12861_28078.png,2
101/12861_28081.png,2
101/12861_28082.png,2
101/12861_28083.png,2
101/12861_28084.png,2
101/12861_28085.png,2
101/12861_28086.png,2
101/12861_28087.png,2
101/12861_28088.png,2
101/12861_28089.png,2
101/12861_28091.png,2
101/12862_28062.png,2
101/12862_28063.png,2
101/12862_28071.png,2
101/12862_28073.png,2
101/12862_28077.png,2
101/12862_28078.png,2
101/12862_28079.png,2
101/12862_28080.png,2
101/12862_28081.png,2
101/12862_28083.png,2
101/12862_28084.png,2
101/12862_28085.png,2
101/12862_28086.png,2
101/12862_28087.png,2
101/12862_28088.png,2
101/12862_28089.png,2
101/12862_28090.png,2
101/12862_28091.png,2
101/12863_28062.png,2
101/12863_28063.png,2
101/12863_28064.png,2
101/12863_28065.png,2
101/12863_28066.png,2
101/12863_28073.png,2
101/12863_28075.png,2
101/12863_28076.png,2
101/12863_28077.png,2
101/12863_28078.png,2
101/12863_28079.png,2
101/12863_28080.png,2
101/12863_28082.png,2
101/12863_28083.png,2
101/12863_28084.png,2
101/12863_28085.png,2
101/12863_28086.png,2
101/12863_28087.png,2
101/12863_28088.png,2
101/12863_28089.png,2
101/12863_28090.png,2
101/12864_28063.png,2
101/12864_28064.png,2
101/12864_28065.png,2
101/12864_28066.png,2
101/12864_28071.png,2
101/12864_28075.png,2
101/12864_28076.png,2
101/12864_28077.png,2
101/12864_28078.png,2
101/12864_28079.png,2
101/12864_28080.png,2
101/12864_28081.png,2
101/12864_28082.png,2
101/12864_28083.png,2
101/12864_28085.png,2
101/12864_28086.png,2
101/12864_28087.png,2
101/12864_28088.png,2
101/12864_28089.png,2
101/12864_28090.png,2
101/12865_28064.png,2
101/12865_28065.png,2
101/12865_28066.png,2
101/12865_28067.png,2
101/12865_28068.png,2
101/12865_28072.png,2
101/12865_28075.png,2
101/12865_28077.png,2
101/12865_28078.png,2
101/12865_28079.png,2
101/12865_28080.png,2
101/12865_28081.png,2
101/12865_28082.png,2
101/12865_28083.png,2
101/12865_28084.png,2
101/12865_28085.png,2
101/12865_28086.png,2
101/12865_28088.png,2
101/12865_28089.png,2
101/12865_28090.png,2
101/12865_28091.png,2
101/12866_28064.png,2
101/12866_28065.png,2
101/12866_28066.png,2
101/12866_28067.png,2
101/12866_28068.png,2
101/12866_28071.png,2
101/12866_28072.png,2
101/12866_28075.png,2
101/12866_28076.png,2
101/12866_28077.png,2
101/12866_28078.png,2
101/12866_28079.png,2
101/12866_28080.png,2
101/12866_28082.png,2
101/12866_28083.png,2
101/12866_28085.png,2
101/12866_28086.png,2
101/12866_28087.png,2
101/12866_28089.png,2
101/12866_28090.png,2
101/12866_28091.png,2
101/12867_28065.png,2
101/12867_28066.png,2
101/12867_28067.png,2
101/12867_28068.png,2
101/12867_28069.png,2
101/12867_28075.png,2
101/12867_28077.png,2
101/12867_28078.png,2
101/12867_28079.png,2
101/12867_28080.png,2
101/12867_28081.png,2
101/12867_28082.png,2
101/12867_28083.png,2
101/12867_28084.png,2
101/12867_28085.png,2
101/12867_28086.png,2
101/12867_28087.png,2
101/12867_28088.png,2
101/12868_28064.png,2
101/12868_28066.png,2
101/12868_28067.png,2
101/12868_28076.png,2
101/12868_28077.png,2
101/12868_28078.png,2
101/12868_28079.png,2
101/12868_28080.png,2
101/12868_28081.png,2
101/12868_28082.png,2
101/12868_28083.png,2
101/12868_28086.png,2
101/12868_28087.png,2
101/12868_28088.png,2
101/12868_28089.png,2
101/12869_28065.png,2
101/12869_28066.png,2
101/12869_28075.png,2
101/12869_28076.png,2
101/12869_28077.png,2
101/12869_28080.png,2
101/12869_28081.png,2
101/12869_28082.png,2
101/12869_28083.png,2
101/12869_28087.png,2
101/12869_28088.png,2
101/12870_28066.png,2
101/12870_28072.png,2
101/12870_28076.png,2
101/12870_28080.png,2
101/12870_28082.png,2
101/12870_28084.png,2
101/12871_28070.png,2
101/12871_28074.png,2
101/12871_28082.png,2
101/12872_28067.png,2
101/12872_28068.png,2
101/12872_28073.png,2
101/12872_28074.png,2
101/12872_28081.png,2
101/12872_28082.png,2
101/12873_28068.png,2
101/12873_28069.png,2
101/12873_28070.png,2
101/12873_28073.png,2
101/12873_28074.png,2
101/12873_28076.png,2
101/12873_28078.png,2
101/12873_28079.png,2
101/12873_28080.png,2
101/12873_28081.png,2
101/12873_28082.png,2
101/12874_28073.png,2
101/12874_28078.png,2
101/12874_28080.png,2
101/12874_28081.png,2
101/12874_28082.png,2
101/12875_28080.png,2
101/12875_28081.png,2
101/12876_28078.png,2
101/12876_28079.png,2
101/12876_28080.png,2
101/12876_28082.png,2
101/12877_28078.png,2
101/12877_28079.png,2
101/12877_28081.png,2
101/12878_28078.png,2
102/12700_27924.png,2
103/12917_27918.png,2
103/12918_27910.png,2
103/12918_27911.png,2
103/12918_27918.png,2
103/12919_27905.png,2
103/12919_27909.png,2
103/12919_27910.png,2
103/12919_27911.png,2
103/12920_27904.png,2
103/12920_27905.png,2
103/12920_27906.png,2
103/12920_27907.png,2
103/12920_27908.png,2
103/12920_27909.png,2
103/12920_27910.png,2
103/12920_27911.png,2
103/12921_27904.png,2
103/12921_27905.png,2
103/12921_27906.png,2
103/12921_27907.png,2
103/12921_27908.png,2
103/12921_27909.png,2
103/12921_27910.png,2
103/12921_27911.png,2
103/12921_27912.png,2
103/12922_27902.png,2
103/12922_27903.png,2
103/12922_27904.png,2
103/12922_27905.png,2
103/12922_27906.png,2
103/12922_27908.png,2
103/12922_27909.png,2
103/12922_27910.png,2
103/12922_27912.png,2
103/12922_27919.png,2
103/12922_27920.png,2
103/12923_27901.png,2
103/12923_27902.png,2
103/12923_27903.png,2
103/12923_27904.png,2
103/12923_27905.png,2
103/12923_27906.png,2
103/12923_27907.png,2
103/12923_27909.png,2
103/12923_27912.png,2
103/12923_27919.png,2
103/12923_27920.png,2
