img_name, label
1/12717_27942.png,0
1/12718_27942.png,0
1/12718_27943.png,0
1/12719_27940.png,0
1/12719_27941.png,0
1/12719_27942.png,0
1/12719_27943.png,0
1/12719_27944.png,0
1/12719_27945.png,0
1/12719_27947.png,0
1/12719_27948.png,0
1/12720_27938.png,0
1/12720_27939.png,0
1/12720_27940.png,0
1/12720_27941.png,0
1/12720_27942.png,0
1/12720_27943.png,0
1/12720_27944.png,0
1/12720_27945.png,0
1/12720_27946.png,0
1/12720_27947.png,0
1/12720_27948.png,0
1/12720_27949.png,0
1/12721_27938.png,0
1/12721_27941.png,0
1/12721_27942.png,0
1/12721_27943.png,0
1/12721_27944.png,0
1/12721_27945.png,0
1/12721_27946.png,0
1/12721_27948.png,0
1/12721_27949.png,0
1/12722_27938.png,0
1/12722_27939.png,0
1/12722_27941.png,0
1/12722_27943.png,0
1/12722_27944.png,0
1/12722_27945.png,0
1/12722_27946.png,0
1/12722_27947.png,0
1/12722_27948.png,0
1/12723_27938.png,0
1/12723_27939.png,0
1/12723_27940.png,0
1/12723_27941.png,0
1/12723_27942.png,0
1/12723_27943.png,0
1/12723_27944.png,0
1/12723_27945.png,0
1/12723_27946.png,0
1/12723_27947.png,0
1/12723_27948.png,0
1/12723_27949.png,0
1/12724_27939.png,0
1/12724_27940.png,0
1/12724_27941.png,0
1/12724_27943.png,0
1/12724_27944.png,0
1/12724_27945.png,0
1/12724_27946.png,0
1/12724_27947.png,0
1/12724_27948.png,0
1/12724_27949.png,0
1/12724_27950.png,0
1/12725_27940.png,0
1/12725_27941.png,0
1/12725_27942.png,0
1/12725_27943.png,0
1/12725_27944.png,0
1/12725_27945.png,0
1/12725_27946.png,0
1/12725_27947.png,0
1/12725_27948.png,0
1/12725_27949.png,0
1/12725_27950.png,0
1/12726_27940.png,0
1/12726_27941.png,0
1/12726_27942.png,0
1/12726_27943.png,0
1/12726_27944.png,0
1/12726_27945.png,0
1/12726_27946.png,0
1/12726_27947.png,0
1/12726_27948.png,0
1/12726_27949.png,0
1/12727_27945.png,0
10/12967_28128.png,0
10/12967_28129.png,0
100/12949_28127.png,0
100/12950_28127.png,0
100/12951_28127.png,0
100/12952_28126.png,0
100/12952_28127.png,0
100/12953_28126.png,0
100/12953_28127.png,0
100/12954_28126.png,0
100/12955_28126.png,0
100/12955_28127.png,0
100/12955_28128.png,0
100/12955_28129.png,0
100/12956_28125.png,0
100/12956_28126.png,0
